title,description,category,category_label,priority
Trùng lịch thi hai môn lần 4,Em bị trùng lịch thi hai môn trong cùng buổi sáng. Cảm ơn bộ phận hỗ trợ.,schedule_exam,Lịch học / Lịch thi,low
Sai phòng thi trên hệ thống lần 4,Thông tin phòng thi hiển thị khác với thông báo của khoa. Mong được hỗ trợ sớm. Tình trạng này ảnh hưởng đến việc học của lớp em.,schedule_exam,Lịch học / Lịch thi,medium
Chưa thấy lịch học tuần này lần 4,Lớp em chưa thấy lịch học cập nhật trên cổng sinh viên. Vấn đề xảy ra từ hôm qua. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,schedule_exam,Lịch học / Lịch thi,high
Trùng lịch thi hai môn lần 5,Em bị trùng lịch thi hai môn trong cùng buổi sáng. Nhiều bạn trong lớp cũng gặp tình trạng tương tự.,schedule_exam,Lịch học / Lịch thi,low
Sai phòng thi trên hệ thống lần 5,Thông tin phòng thi hiển thị khác với thông báo của khoa. Em đã thử lại nhiều lần nhưng chưa được. Tình trạng này ảnh hưởng đến việc học của lớp em.,schedule_exam,Lịch học / Lịch thi,medium
Chưa thấy lịch học tuần này lần 5,Lớp em chưa thấy lịch học cập nhật trên cổng sinh viên. Nếu cần thêm thông tin em có thể bổ sung. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,schedule_exam,Lịch học / Lịch thi,high
Trùng lịch thi hai môn lần 6,Em bị trùng lịch thi hai môn trong cùng buổi sáng. Tình trạng này ảnh hưởng đến việc học.,schedule_exam,Lịch học / Lịch thi,low
Sai phòng thi trên hệ thống lần 6,Thông tin phòng thi hiển thị khác với thông báo của khoa. Em cần xử lý trong tuần này. Tình trạng này ảnh hưởng đến việc học của lớp em.,schedule_exam,Lịch học / Lịch thi,medium
Chưa thấy lịch học tuần này lần 6,Lớp em chưa thấy lịch học cập nhật trên cổng sinh viên. Nhờ phòng ban kiểm tra giúp em. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,schedule_exam,Lịch học / Lịch thi,high
Trùng lịch thi hai môn lần 7,Em bị trùng lịch thi hai môn trong cùng buổi sáng. Hiện tại em vẫn chưa thể sử dụng bình thường.,schedule_exam,Lịch học / Lịch thi,low
Sai phòng thi trên hệ thống lần 7,Thông tin phòng thi hiển thị khác với thông báo của khoa. Cảm ơn bộ phận hỗ trợ. Tình trạng này ảnh hưởng đến việc học của lớp em.,schedule_exam,Lịch học / Lịch thi,medium
Chưa thấy lịch học tuần này lần 7,Lớp em chưa thấy lịch học cập nhật trên cổng sinh viên. Mong được hỗ trợ sớm. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,schedule_exam,Lịch học / Lịch thi,high
Trùng lịch thi hai môn lần 8,Em bị trùng lịch thi hai môn trong cùng buổi sáng. Vấn đề xảy ra từ hôm qua.,schedule_exam,Lịch học / Lịch thi,low
Sai phòng thi trên hệ thống lần 8,Thông tin phòng thi hiển thị khác với thông báo của khoa. Nhiều bạn trong lớp cũng gặp tình trạng tương tự. Tình trạng này ảnh hưởng đến việc học của lớp em.,schedule_exam,Lịch học / Lịch thi,medium
Chưa thấy lịch học tuần này lần 8,Lớp em chưa thấy lịch học cập nhật trên cổng sinh viên. Em đã thử lại nhiều lần nhưng chưa được. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,schedule_exam,Lịch học / Lịch thi,high
Trùng lịch thi hai môn lần 9,Em bị trùng lịch thi hai môn trong cùng buổi sáng. Nếu cần thêm thông tin em có thể bổ sung.,schedule_exam,Lịch học / Lịch thi,low
Sai phòng thi trên hệ thống lần 9,Thông tin phòng thi hiển thị khác với thông báo của khoa. Tình trạng này ảnh hưởng đến việc học. Tình trạng này ảnh hưởng đến việc học của lớp em.,schedule_exam,Lịch học / Lịch thi,medium
Chưa thấy lịch học tuần này lần 9,Lớp em chưa thấy lịch học cập nhật trên cổng sinh viên. Em cần xử lý trong tuần này. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,schedule_exam,Lịch học / Lịch thi,high
Trùng lịch thi hai môn lần 10,Em bị trùng lịch thi hai môn trong cùng buổi sáng. Nhờ phòng ban kiểm tra giúp em.,schedule_exam,Lịch học / Lịch thi,low
Sai phòng thi trên hệ thống lần 10,Thông tin phòng thi hiển thị khác với thông báo của khoa. Hiện tại em vẫn chưa thể sử dụng bình thường. Tình trạng này ảnh hưởng đến việc học của lớp em.,schedule_exam,Lịch học / Lịch thi,medium
Chưa thấy lịch học tuần này lần 10,Lớp em chưa thấy lịch học cập nhật trên cổng sinh viên. Cảm ơn bộ phận hỗ trợ. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,schedule_exam,Lịch học / Lịch thi,high
Đã chuyển khoản nhưng chưa cập nhật học phí,Em đã thanh toán học phí nhưng hệ thống vẫn báo chưa đóng. Mong được hỗ trợ sớm.,tuition_payment,Học phí / Thanh toán,low
Không in được biên lai học phí,Em cần biên lai để nộp hồ sơ nhưng hệ thống báo lỗi. Vấn đề xảy ra từ hôm qua. Tình trạng này ảnh hưởng đến việc học của lớp em.,tuition_payment,Học phí / Thanh toán,medium
Sai số tiền học phí phải đóng,Số tiền học phí hiển thị cao hơn thông báo của phòng tài chính. Nhiều bạn trong lớp cũng gặp tình trạng tương tự. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,tuition_payment,Học phí / Thanh toán,high
Đã chuyển khoản nhưng chưa cập nhật học phí lần 2,Em đã thanh toán học phí nhưng hệ thống vẫn báo chưa đóng. Em đã thử lại nhiều lần nhưng chưa được.,tuition_payment,Học phí / Thanh toán,low
Không in được biên lai học phí lần 2,Em cần biên lai để nộp hồ sơ nhưng hệ thống báo lỗi. Nếu cần thêm thông tin em có thể bổ sung. Tình trạng này ảnh hưởng đến việc học của lớp em.,tuition_payment,Học phí / Thanh toán,medium
Sai số tiền học phí phải đóng lần 2,Số tiền học phí hiển thị cao hơn thông báo của phòng tài chính. Tình trạng này ảnh hưởng đến việc học. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,tuition_payment,Học phí / Thanh toán,high
Đã chuyển khoản nhưng chưa cập nhật học phí lần 3,Em đã thanh toán học phí nhưng hệ thống vẫn báo chưa đóng. Em cần xử lý trong tuần này.,tuition_payment,Học phí / Thanh toán,low
Không in được biên lai học phí lần 3,Em cần biên lai để nộp hồ sơ nhưng hệ thống báo lỗi. Nhờ phòng ban kiểm tra giúp em. Tình trạng này ảnh hưởng đến việc học của lớp em.,tuition_payment,Học phí / Thanh toán,medium
Sai số tiền học phí phải đóng lần 3,Số tiền học phí hiển thị cao hơn thông báo của phòng tài chính. Hiện tại em vẫn chưa thể sử dụng bình thường. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,tuition_payment,Học phí / Thanh toán,high
Đã chuyển khoản nhưng chưa cập nhật học phí lần 4,Em đã thanh toán học phí nhưng hệ thống vẫn báo chưa đóng. Cảm ơn bộ phận hỗ trợ.,tuition_payment,Học phí / Thanh toán,low
Không in được biên lai học phí lần 4,Em cần biên lai để nộp hồ sơ nhưng hệ thống báo lỗi. Mong được hỗ trợ sớm. Tình trạng này ảnh hưởng đến việc học của lớp em.,tuition_payment,Học phí / Thanh toán,medium
Sai số tiền học phí phải đóng lần 4,Số tiền học phí hiển thị cao hơn thông báo của phòng tài chính. Vấn đề xảy ra từ hôm qua. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,tuition_payment,Học phí / Thanh toán,high
Đã chuyển khoản nhưng chưa cập nhật học phí lần 5,Em đã thanh toán học phí nhưng hệ thống vẫn báo chưa đóng. Nhiều bạn trong lớp cũng gặp tình trạng tương tự.,tuition_payment,Học phí / Thanh toán,low
Không in được biên lai học phí lần 5,Em cần biên lai để nộp hồ sơ nhưng hệ thống báo lỗi. Em đã thử lại nhiều lần nhưng chưa được. Tình trạng này ảnh hưởng đến việc học của lớp em.,tuition_payment,Học phí / Thanh toán,medium
Sai số tiền học phí phải đóng lần 5,Số tiền học phí hiển thị cao hơn thông báo của phòng tài chính. Nếu cần thêm thông tin em có thể bổ sung. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,tuition_payment,Học phí / Thanh toán,high
Đã chuyển khoản nhưng chưa cập nhật học phí lần 6,Em đã thanh toán học phí nhưng hệ thống vẫn báo chưa đóng. Tình trạng này ảnh hưởng đến việc học.,tuition_payment,Học phí / Thanh toán,low
Không in được biên lai học phí lần 6,Em cần biên lai để nộp hồ sơ nhưng hệ thống báo lỗi. Em cần xử lý trong tuần này. Tình trạng này ảnh hưởng đến việc học của lớp em.,tuition_payment,Học phí / Thanh toán,medium
Sai số tiền học phí phải đóng lần 6,Số tiền học phí hiển thị cao hơn thông báo của phòng tài chính. Nhờ phòng ban kiểm tra giúp em. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,tuition_payment,Học phí / Thanh toán,high
Đã chuyển khoản nhưng chưa cập nhật học phí lần 7,Em đã thanh toán học phí nhưng hệ thống vẫn báo chưa đóng. Hiện tại em vẫn chưa thể sử dụng bình thường.,tuition_payment,Học phí / Thanh toán,low
Không in được biên lai học phí lần 7,Em cần biên lai để nộp hồ sơ nhưng hệ thống báo lỗi. Cảm ơn bộ phận hỗ trợ. Tình trạng này ảnh hưởng đến việc học của lớp em.,tuition_payment,Học phí / Thanh toán,medium
Sai số tiền học phí phải đóng lần 7,Số tiền học phí hiển thị cao hơn thông báo của phòng tài chính. Mong được hỗ trợ sớm. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,tuition_payment,Học phí / Thanh toán,high
Đã chuyển khoản nhưng chưa cập nhật học phí lần 8,Em đã thanh toán học phí nhưng hệ thống vẫn báo chưa đóng. Vấn đề xảy ra từ hôm qua.,tuition_payment,Học phí / Thanh toán,low
Không in được biên lai học phí lần 8,Em cần biên lai để nộp hồ sơ nhưng hệ thống báo lỗi. Nhiều bạn trong lớp cũng gặp tình trạng tương tự. Tình trạng này ảnh hưởng đến việc học của lớp em.,tuition_payment,Học phí / Thanh toán,medium
Sai số tiền học phí phải đóng lần 8,Số tiền học phí hiển thị cao hơn thông báo của phòng tài chính. Em đã thử lại nhiều lần nhưng chưa được. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,tuition_payment,Học phí / Thanh toán,high
Đã chuyển khoản nhưng chưa cập nhật học phí lần 9,Em đã thanh toán học phí nhưng hệ thống vẫn báo chưa đóng. Nếu cần thêm thông tin em có thể bổ sung.,tuition_payment,Học phí / Thanh toán,low
Không in được biên lai học phí lần 9,Em cần biên lai để nộp hồ sơ nhưng hệ thống báo lỗi. Tình trạng này ảnh hưởng đến việc học. Tình trạng này ảnh hưởng đến việc học của lớp em.,tuition_payment,Học phí / Thanh toán,medium
Sai số tiền học phí phải đóng lần 9,Số tiền học phí hiển thị cao hơn thông báo của phòng tài chính. Em cần xử lý trong tuần này. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,tuition_payment,Học phí / Thanh toán,high
Đã chuyển khoản nhưng chưa cập nhật học phí lần 10,Em đã thanh toán học phí nhưng hệ thống vẫn báo chưa đóng. Nhờ phòng ban kiểm tra giúp em.,tuition_payment,Học phí / Thanh toán,low
Không in được biên lai học phí lần 10,Em cần biên lai để nộp hồ sơ nhưng hệ thống báo lỗi. Hiện tại em vẫn chưa thể sử dụng bình thường. Tình trạng này ảnh hưởng đến việc học của lớp em.,tuition_payment,Học phí / Thanh toán,medium
Sai số tiền học phí phải đóng lần 10,Số tiền học phí hiển thị cao hơn thông báo của phòng tài chính. Cảm ơn bộ phận hỗ trợ. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,tuition_payment,Học phí / Thanh toán,high
Xin giấy xác nhận sinh viên,Em cần giấy xác nhận sinh viên để bổ sung hồ sơ thực tập. Mong được hỗ trợ sớm.,document_profile,Hồ sơ / Giấy tờ,low
Bảng điểm chưa cập nhật,Điểm học kỳ trước chưa hiển thị trong bảng điểm điện tử. Vấn đề xảy ra từ hôm qua. Tình trạng này ảnh hưởng đến việc học của lớp em.,document_profile,Hồ sơ / Giấy tờ,medium
Hồ sơ sinh viên thiếu thông tin,Thông tin ngày sinh trong hồ sơ của em đang bị sai. Nhiều bạn trong lớp cũng gặp tình trạng tương tự. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,document_profile,Hồ sơ / Giấy tờ,high
Xin giấy xác nhận sinh viên lần 2,Em cần giấy xác nhận sinh viên để bổ sung hồ sơ thực tập. Em đã thử lại nhiều lần nhưng chưa được.,document_profile,Hồ sơ / Giấy tờ,low
Bảng điểm chưa cập nhật lần 2,Điểm học kỳ trước chưa hiển thị trong bảng điểm điện tử. Nếu cần thêm thông tin em có thể bổ sung. Tình trạng này ảnh hưởng đến việc học của lớp em.,document_profile,Hồ sơ / Giấy tờ,medium
Hồ sơ sinh viên thiếu thông tin lần 2,Thông tin ngày sinh trong hồ sơ của em đang bị sai. Tình trạng này ảnh hưởng đến việc học. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,document_profile,Hồ sơ / Giấy tờ,high
Xin giấy xác nhận sinh viên lần 3,Em cần giấy xác nhận sinh viên để bổ sung hồ sơ thực tập. Em cần xử lý trong tuần này.,document_profile,Hồ sơ / Giấy tờ,low
Bảng điểm chưa cập nhật lần 3,Điểm học kỳ trước chưa hiển thị trong bảng điểm điện tử. Nhờ phòng ban kiểm tra giúp em. Tình trạng này ảnh hưởng đến việc học của lớp em.,document_profile,Hồ sơ / Giấy tờ,medium
Hồ sơ sinh viên thiếu thông tin lần 3,Thông tin ngày sinh trong hồ sơ của em đang bị sai. Hiện tại em vẫn chưa thể sử dụng bình thường. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,document_profile,Hồ sơ / Giấy tờ,high
Xin giấy xác nhận sinh viên lần 4,Em cần giấy xác nhận sinh viên để bổ sung hồ sơ thực tập. Cảm ơn bộ phận hỗ trợ.,document_profile,Hồ sơ / Giấy tờ,low
Bảng điểm chưa cập nhật lần 4,Điểm học kỳ trước chưa hiển thị trong bảng điểm điện tử. Mong được hỗ trợ sớm. Tình trạng này ảnh hưởng đến việc học của lớp em.,document_profile,Hồ sơ / Giấy tờ,medium
Hồ sơ sinh viên thiếu thông tin lần 4,Thông tin ngày sinh trong hồ sơ của em đang bị sai. Vấn đề xảy ra từ hôm qua. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,document_profile,Hồ sơ / Giấy tờ,high
Xin giấy xác nhận sinh viên lần 5,Em cần giấy xác nhận sinh viên để bổ sung hồ sơ thực tập. Nhiều bạn trong lớp cũng gặp tình trạng tương tự.,document_profile,Hồ sơ / Giấy tờ,low
Bảng điểm chưa cập nhật lần 5,Điểm học kỳ trước chưa hiển thị trong bảng điểm điện tử. Em đã thử lại nhiều lần nhưng chưa được. Tình trạng này ảnh hưởng đến việc học của lớp em.,document_profile,Hồ sơ / Giấy tờ,medium
Hồ sơ sinh viên thiếu thông tin lần 5,Thông tin ngày sinh trong hồ sơ của em đang bị sai. Nếu cần thêm thông tin em có thể bổ sung. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,document_profile,Hồ sơ / Giấy tờ,high
Xin giấy xác nhận sinh viên lần 6,Em cần giấy xác nhận sinh viên để bổ sung hồ sơ thực tập. Tình trạng này ảnh hưởng đến việc học.,document_profile,Hồ sơ / Giấy tờ,low
Bảng điểm chưa cập nhật lần 6,Điểm học kỳ trước chưa hiển thị trong bảng điểm điện tử. Em cần xử lý trong tuần này. Tình trạng này ảnh hưởng đến việc học của lớp em.,document_profile,Hồ sơ / Giấy tờ,medium
Hồ sơ sinh viên thiếu thông tin lần 6,Thông tin ngày sinh trong hồ sơ của em đang bị sai. Nhờ phòng ban kiểm tra giúp em. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,document_profile,Hồ sơ / Giấy tờ,high
Xin giấy xác nhận sinh viên lần 7,Em cần giấy xác nhận sinh viên để bổ sung hồ sơ thực tập. Hiện tại em vẫn chưa thể sử dụng bình thường.,document_profile,Hồ sơ / Giấy tờ,low
Bảng điểm chưa cập nhật lần 7,Điểm học kỳ trước chưa hiển thị trong bảng điểm điện tử. Cảm ơn bộ phận hỗ trợ. Tình trạng này ảnh hưởng đến việc học của lớp em.,document_profile,Hồ sơ / Giấy tờ,medium
Hồ sơ sinh viên thiếu thông tin lần 7,Thông tin ngày sinh trong hồ sơ của em đang bị sai. Mong được hỗ trợ sớm. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,document_profile,Hồ sơ / Giấy tờ,high
Xin giấy xác nhận sinh viên lần 8,Em cần giấy xác nhận sinh viên để bổ sung hồ sơ thực tập. Vấn đề xảy ra từ hôm qua.,document_profile,Hồ sơ / Giấy tờ,low
Bảng điểm chưa cập nhật lần 8,Điểm học kỳ trước chưa hiển thị trong bảng điểm điện tử. Nhiều bạn trong lớp cũng gặp tình trạng tương tự. Tình trạng này ảnh hưởng đến việc học của lớp em.,document_profile,Hồ sơ / Giấy tờ,medium
Hồ sơ sinh viên thiếu thông tin lần 8,Thông tin ngày sinh trong hồ sơ của em đang bị sai. Em đã thử lại nhiều lần nhưng chưa được. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,document_profile,Hồ sơ / Giấy tờ,high
Xin giấy xác nhận sinh viên lần 9,Em cần giấy xác nhận sinh viên để bổ sung hồ sơ thực tập. Nếu cần thêm thông tin em có thể bổ sung.,document_profile,Hồ sơ / Giấy tờ,low
Bảng điểm chưa cập nhật lần 9,Điểm học kỳ trước chưa hiển thị trong bảng điểm điện tử. Tình trạng này ảnh hưởng đến việc học. Tình trạng này ảnh hưởng đến việc học của lớp em.,document_profile,Hồ sơ / Giấy tờ,medium
Hồ sơ sinh viên thiếu thông tin lần 9,Thông tin ngày sinh trong hồ sơ của em đang bị sai. Em cần xử lý trong tuần này. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,document_profile,Hồ sơ / Giấy tờ,high
Xin giấy xác nhận sinh viên lần 10,Em cần giấy xác nhận sinh viên để bổ sung hồ sơ thực tập. Nhờ phòng ban kiểm tra giúp em.,document_profile,Hồ sơ / Giấy tờ,low
Bảng điểm chưa cập nhật lần 10,Điểm học kỳ trước chưa hiển thị trong bảng điểm điện tử. Hiện tại em vẫn chưa thể sử dụng bình thường. Tình trạng này ảnh hưởng đến việc học của lớp em.,document_profile,Hồ sơ / Giấy tờ,medium
Hồ sơ sinh viên thiếu thông tin lần 10,Thông tin ngày sinh trong hồ sơ của em đang bị sai. Cảm ơn bộ phận hỗ trợ. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,document_profile,Hồ sơ / Giấy tờ,high
Không vào được lớp trên LMS,Em không thấy môn học trên hệ thống học tập trực tuyến. Mong được hỗ trợ sớm.,learning_platform,Hệ thống học tập trực tuyến,low
Không nộp được bài tập online,Trang nộp bài báo lỗi khi em tải file lên. Vấn đề xảy ra từ hôm qua. Tình trạng này ảnh hưởng đến việc học của lớp em.,learning_platform,Hệ thống học tập trực tuyến,medium
Video bài giảng không phát,Video bài giảng trên nền tảng học online bị đứng liên tục. Nhiều bạn trong lớp cũng gặp tình trạng tương tự. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,learning_platform,Hệ thống học tập trực tuyến,high
Không vào được lớp trên LMS lần 2,Em không thấy môn học trên hệ thống học tập trực tuyến. Em đã thử lại nhiều lần nhưng chưa được.,learning_platform,Hệ thống học tập trực tuyến,low
Không nộp được bài tập online lần 2,Trang nộp bài báo lỗi khi em tải file lên. Nếu cần thêm thông tin em có thể bổ sung. Tình trạng này ảnh hưởng đến việc học của lớp em.,learning_platform,Hệ thống học tập trực tuyến,medium
Video bài giảng không phát lần 2,Video bài giảng trên nền tảng học online bị đứng liên tục. Tình trạng này ảnh hưởng đến việc học. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,learning_platform,Hệ thống học tập trực tuyến,high
Không vào được lớp trên LMS lần 3,Em không thấy môn học trên hệ thống học tập trực tuyến. Em cần xử lý trong tuần này.,learning_platform,Hệ thống học tập trực tuyến,low
Không nộp được bài tập online lần 3,Trang nộp bài báo lỗi khi em tải file lên. Nhờ phòng ban kiểm tra giúp em. Tình trạng này ảnh hưởng đến việc học của lớp em.,learning_platform,Hệ thống học tập trực tuyến,medium
Video bài giảng không phát lần 3,Video bài giảng trên nền tảng học online bị đứng liên tục. Hiện tại em vẫn chưa thể sử dụng bình thường. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,learning_platform,Hệ thống học tập trực tuyến,high
Không vào được lớp trên LMS lần 4,Em không thấy môn học trên hệ thống học tập trực tuyến. Cảm ơn bộ phận hỗ trợ.,learning_platform,Hệ thống học tập trực tuyến,low
Không nộp được bài tập online lần 4,Trang nộp bài báo lỗi khi em tải file lên. Mong được hỗ trợ sớm. Tình trạng này ảnh hưởng đến việc học của lớp em.,learning_platform,Hệ thống học tập trực tuyến,medium
Video bài giảng không phát lần 4,Video bài giảng trên nền tảng học online bị đứng liên tục. Vấn đề xảy ra từ hôm qua. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,learning_platform,Hệ thống học tập trực tuyến,high
Không vào được lớp trên LMS lần 5,Em không thấy môn học trên hệ thống học tập trực tuyến. Nhiều bạn trong lớp cũng gặp tình trạng tương tự.,learning_platform,Hệ thống học tập trực tuyến,low
Không nộp được bài tập online lần 5,Trang nộp bài báo lỗi khi em tải file lên. Em đã thử lại nhiều lần nhưng chưa được. Tình trạng này ảnh hưởng đến việc học của lớp em.,learning_platform,Hệ thống học tập trực tuyến,medium
Video bài giảng không phát lần 5,Video bài giảng trên nền tảng học online bị đứng liên tục. Nếu cần thêm thông tin em có thể bổ sung. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,learning_platform,Hệ thống học tập trực tuyến,high
Không vào được lớp trên LMS lần 6,Em không thấy môn học trên hệ thống học tập trực tuyến. Tình trạng này ảnh hưởng đến việc học.,learning_platform,Hệ thống học tập trực tuyến,low
Không nộp được bài tập online lần 6,Trang nộp bài báo lỗi khi em tải file lên. Em cần xử lý trong tuần này. Tình trạng này ảnh hưởng đến việc học của lớp em.,learning_platform,Hệ thống học tập trực tuyến,medium
Video bài giảng không phát lần 6,Video bài giảng trên nền tảng học online bị đứng liên tục. Nhờ phòng ban kiểm tra giúp em. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,learning_platform,Hệ thống học tập trực tuyến,high
Không vào được lớp trên LMS lần 7,Em không thấy môn học trên hệ thống học tập trực tuyến. Hiện tại em vẫn chưa thể sử dụng bình thường.,learning_platform,Hệ thống học tập trực tuyến,low
Không nộp được bài tập online lần 7,Trang nộp bài báo lỗi khi em tải file lên. Cảm ơn bộ phận hỗ trợ. Tình trạng này ảnh hưởng đến việc học của lớp em.,learning_platform,Hệ thống học tập trực tuyến,medium
Video bài giảng không phát lần 7,Video bài giảng trên nền tảng học online bị đứng liên tục. Mong được hỗ trợ sớm. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,learning_platform,Hệ thống học tập trực tuyến,high
Không vào được lớp trên LMS lần 8,Em không thấy môn học trên hệ thống học tập trực tuyến. Vấn đề xảy ra từ hôm qua.,learning_platform,Hệ thống học tập trực tuyến,low
Không nộp được bài tập online lần 8,Trang nộp bài báo lỗi khi em tải file lên. Nhiều bạn trong lớp cũng gặp tình trạng tương tự. Tình trạng này ảnh hưởng đến việc học của lớp em.,learning_platform,Hệ thống học tập trực tuyến,medium
Video bài giảng không phát lần 8,Video bài giảng trên nền tảng học online bị đứng liên tục. Em đã thử lại nhiều lần nhưng chưa được. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,learning_platform,Hệ thống học tập trực tuyến,high
Không vào được lớp trên LMS lần 9,Em không thấy môn học trên hệ thống học tập trực tuyến. Nếu cần thêm thông tin em có thể bổ sung.,learning_platform,Hệ thống học tập trực tuyến,low
Không nộp được bài tập online lần 9,Trang nộp bài báo lỗi khi em tải file lên. Tình trạng này ảnh hưởng đến việc học. Tình trạng này ảnh hưởng đến việc học của lớp em.,learning_platform,Hệ thống học tập trực tuyến,medium
Video bài giảng không phát lần 9,Video bài giảng trên nền tảng học online bị đứng liên tục. Em cần xử lý trong tuần này. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,learning_platform,Hệ thống học tập trực tuyến,high
Không vào được lớp trên LMS lần 10,Em không thấy môn học trên hệ thống học tập trực tuyến. Nhờ phòng ban kiểm tra giúp em.,learning_platform,Hệ thống học tập trực tuyến,low
Không nộp được bài tập online lần 10,Trang nộp bài báo lỗi khi em tải file lên. Hiện tại em vẫn chưa thể sử dụng bình thường. Tình trạng này ảnh hưởng đến việc học của lớp em.,learning_platform,Hệ thống học tập trực tuyến,medium
Video bài giảng không phát lần 10,Video bài giảng trên nền tảng học online bị đứng liên tục. Cảm ơn bộ phận hỗ trợ. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,learning_platform,Hệ thống học tập trực tuyến,high
Góp ý giao diện cổng sinh viên,"Em thấy mục lịch học hơi khó tìm, nên có thanh tìm kiếm rõ hơn. Mong được hỗ trợ sớm.",feedback,Góp ý dịch vụ,low
Đề xuất thêm thông báo qua email,Sinh viên nên nhận email khi lịch thi thay đổi. Vấn đề xảy ra từ hôm qua. Tình trạng này ảnh hưởng đến việc học của lớp em.,feedback,Góp ý dịch vụ,medium
Góp ý quy trình hỗ trợ,Mong bộ phận hỗ trợ phản hồi tiến độ xử lý rõ ràng hơn. Nhiều bạn trong lớp cũng gặp tình trạng tương tự. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,feedback,Góp ý dịch vụ,high
Góp ý giao diện cổng sinh viên lần 2,"Em thấy mục lịch học hơi khó tìm, nên có thanh tìm kiếm rõ hơn. Em đã thử lại nhiều lần nhưng chưa được.",feedback,Góp ý dịch vụ,low
Đề xuất thêm thông báo qua email lần 2,Sinh viên nên nhận email khi lịch thi thay đổi. Nếu cần thêm thông tin em có thể bổ sung. Tình trạng này ảnh hưởng đến việc học của lớp em.,feedback,Góp ý dịch vụ,medium
Góp ý quy trình hỗ trợ lần 2,Mong bộ phận hỗ trợ phản hồi tiến độ xử lý rõ ràng hơn. Tình trạng này ảnh hưởng đến việc học. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,feedback,Góp ý dịch vụ,high
Góp ý giao diện cổng sinh viên lần 3,"Em thấy mục lịch học hơi khó tìm, nên có thanh tìm kiếm rõ hơn. Em cần xử lý trong tuần này.",feedback,Góp ý dịch vụ,low
Đề xuất thêm thông báo qua email lần 3,Sinh viên nên nhận email khi lịch thi thay đổi. Nhờ phòng ban kiểm tra giúp em. Tình trạng này ảnh hưởng đến việc học của lớp em.,feedback,Góp ý dịch vụ,medium
Góp ý quy trình hỗ trợ lần 3,Mong bộ phận hỗ trợ phản hồi tiến độ xử lý rõ ràng hơn. Hiện tại em vẫn chưa thể sử dụng bình thường. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,feedback,Góp ý dịch vụ,high
Góp ý giao diện cổng sinh viên lần 4,"Em thấy mục lịch học hơi khó tìm, nên có thanh tìm kiếm rõ hơn. Cảm ơn bộ phận hỗ trợ.",feedback,Góp ý dịch vụ,low
Đề xuất thêm thông báo qua email lần 4,Sinh viên nên nhận email khi lịch thi thay đổi. Mong được hỗ trợ sớm. Tình trạng này ảnh hưởng đến việc học của lớp em.,feedback,Góp ý dịch vụ,medium
Góp ý quy trình hỗ trợ lần 4,Mong bộ phận hỗ trợ phản hồi tiến độ xử lý rõ ràng hơn. Vấn đề xảy ra từ hôm qua. Em cần xử lý gấp vì sáng mai có thi/kiểm tra.,feedback,Góp ý dịch vụ,high
Góp ý giao diện cổng sinh viên lần 5,"Em thấy mục lịch học hơi khó tìm, nên có thanh tìm kiếm rõ hơn. Nhiều bạn trong lớp cũng gặp tình trạng tương tự.",feedback,Góp ý dịch vụ,low
